Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name
EFNA5_EPHA2,EFNA5,ephrin-A5,EPHA2,EPH receptor A2
EFNA5_EPHA3,EFNA5,ephrin-A5,EPHA3,EPH receptor A3
EFNA5_EPHA4,EFNA5,ephrin-A5,EPHA4,EPH receptor A4
EFNA5_EPHA5,EFNA5,ephrin-A5,EPHA5,EPH receptor A5
EFNA5_EPHA6,EFNA5,ephrin-A5,EPHA6,EPH receptor A6
EFNA5_EPHA7,EFNA5,ephrin-A5,EPHA7,EPH receptor A7
EFNA5_EPHA8,EFNA5,ephrin-A5,EPHA8,EPH receptor A8
EFNA5_EPHB1,EFNA5,ephrin-A5,EPHB1,EPH receptor B1
EFNA5_EPHB2,EFNA5,ephrin-A5,EPHB2,EPH receptor B2
EFNA5_EPHB6,EFNA5,ephrin-A5,EPHB6,EPH receptor B6
EFNB1_EPHA4,EFNB1,ephrin-B1,EPHA4,EPH receptor A4
EFNB1_EPHA6,EFNB1,ephrin-B1,EPHA6,EPH receptor A6
EFNB1_EPHB1,EFNB1,ephrin-B1,EPHB1,EPH receptor B1
EFNB1_EPHB2,EFNB1,ephrin-B1,EPHB2,EPH receptor B2
EFNB1_EPHB3,EFNB1,ephrin-B1,EPHB3,EPH receptor B3
EFNB1_EPHB4,EFNB1,ephrin-B1,EPHB4,EPH receptor B4
EFNB1_EPHB6,EFNB1,ephrin-B1,EPHB6,EPH receptor B6
EFNB1_ERBB2,EFNB1,ephrin-B1,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
EFNB2_EPHA3,EFNB2,ephrin-B2,EPHA3,EPH receptor A3
EFNB2_EPHA4,EFNB2,ephrin-B2,EPHA4,EPH receptor A4
EFNB2_EPHA6,EFNB2,ephrin-B2,EPHA6,EPH receptor A6
EFNB2_EPHB1,EFNB2,ephrin-B2,EPHB1,EPH receptor B1
EFNB2_EPHB2,EFNB2,ephrin-B2,EPHB2,EPH receptor B2
EFNB2_EPHB3,EFNB2,ephrin-B2,EPHB3,EPH receptor B3
EFNB2_EPHB4,EFNB2,ephrin-B2,EPHB4,EPH receptor B4
EFNB2_EPHB6,EFNB2,ephrin-B2,EPHB6,EPH receptor B6
EFNB2_GRM1,EFNB2,ephrin-B2,GRM1,"glutamate receptor, metabotropic 1"
EFNB2_GRM5,EFNB2,ephrin-B2,GRM5,"glutamate receptor, metabotropic 5"
EFNB2_PECAM1,EFNB2,ephrin-B2,PECAM1,platelet/endothelial cell adhesion molecule 1
EFNB2_RHBDL2,EFNB2,ephrin-B2,RHBDL2,"rhomboid, veinlet-like 2 (Drosophila)"
EFNB3_EPHA4,EFNB3,ephrin-B3,EPHA4,EPH receptor A4
EFNB3_EPHB1,EFNB3,ephrin-B3,EPHB1,EPH receptor B1
EFNB3_EPHB2,EFNB3,ephrin-B3,EPHB2,EPH receptor B2
EFNB3_EPHB3,EFNB3,ephrin-B3,EPHB3,EPH receptor B3
EFNB3_EPHB4,EFNB3,ephrin-B3,EPHB4,EPH receptor B4
EFNB3_EPHB6,EFNB3,ephrin-B3,EPHB6,EPH receptor B6
EFNB3_RHBDL2,EFNB3,ephrin-B3,RHBDL2,"rhomboid, veinlet-like 2 (Drosophila)"
EGFL8_NCR3,EGFL8,"EGF-like-domain, multiple 8",NCR3,natural cytotoxicity triggering receptor 3
EGF_CAV1,EGF,epidermal growth factor,CAV1,"caveolin 1, caveolae protein, 22kDa"
EGF_EGFR,EGF,epidermal growth factor,EGFR,epidermal growth factor receptor
EGF_ERBB2,EGF,epidermal growth factor,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
EGF_ERBB3,EGF,epidermal growth factor,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3
EGF_ERBB4,EGF,epidermal growth factor,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
EGF_FSHR,EGF,epidermal growth factor,FSHR,follicle stimulating hormone receptor
EPGN_EGFR,EPGN,epithelial mitogen,EGFR,epidermal growth factor receptor
EPO_EPOR,EPO,erythropoietin,EPOR,erythropoietin receptor
EREG_EGFR,EREG,epiregulin,EGFR,epidermal growth factor receptor
EREG_ERBB2,EREG,epiregulin,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2
EREG_ERBB3,EREG,epiregulin,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3
EREG_ERBB4,EREG,epiregulin,ERBB4,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4
F10_F3,F10,coagulation factor X,F3,"coagulation factor III (thromboplastin, tissue factor)"
F10_ITGAM,F10,coagulation factor X,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
F10_ITGB2,F10,coagulation factor X,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
F11_GP1BA,F11,coagulation factor XI,GP1BA,"glycoprotein Ib (platelet), alpha polypeptide"
F12_CD93,F12,coagulation factor XII (Hageman factor),CD93,CD93 molecule
F12_GP1BA,F12,coagulation factor XII (Hageman factor),GP1BA,"glycoprotein Ib (platelet), alpha polypeptide"
F13A1_ITGA4,F13A1,"coagulation factor XIII, A1 polypeptide",ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
F13A1_ITGA9,F13A1,"coagulation factor XIII, A1 polypeptide",ITGA9,"integrin, alpha 9"
F13A1_ITGB1,F13A1,"coagulation factor XIII, A1 polypeptide",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
F2_F2R,F2,coagulation factor II (thrombin),F2R,coagulation factor II (thrombin) receptor
F2_F2RL1,F2,coagulation factor II (thrombin),F2RL1,coagulation factor II (thrombin) receptor-like 1
F2_F2RL2,F2,coagulation factor II (thrombin),F2RL2,coagulation factor II (thrombin) receptor-like 2
F2_F2RL3,F2,coagulation factor II (thrombin),F2RL3,coagulation factor II (thrombin) receptor-like 3
F2_GP1BA,F2,coagulation factor II (thrombin),GP1BA,"glycoprotein Ib (platelet), alpha polypeptide"
F2_GP1BB,F2,coagulation factor II (thrombin),GP1BB,"glycoprotein Ib (platelet), beta polypeptide"
F2_GP9,F2,coagulation factor II (thrombin),GP9,glycoprotein IX (platelet)
F2_ITGA2B,F2,coagulation factor II (thrombin),ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
F2_THBD,F2,coagulation factor II (thrombin),THBD,thrombomodulin
F7_F3,F7,coagulation factor VII (serum prothrombin conversion accelerator),F3,"coagulation factor III (thromboplastin, tissue factor)"
F8_ASGR2,F8,"coagulation factor VIII, procoagulant component",ASGR2,asialoglycoprotein receptor 2
F8_LDLR,F8,"coagulation factor VIII, procoagulant component",LDLR,low density lipoprotein receptor
F8_LRP1,F8,"coagulation factor VIII, procoagulant component",LRP1,low density lipoprotein receptor-related protein 1
F9_LRP1,F9,coagulation factor IX,LRP1,low density lipoprotein receptor-related protein 1
FARP2_PLXNA1,FARP2,"FERM, RhoGEF and pleckstrin domain protein 2",PLXNA1,plexin A1
FARP2_PLXNA2,FARP2,"FERM, RhoGEF and pleckstrin domain protein 2",PLXNA2,plexin A2
FARP2_PLXNA3,FARP2,"FERM, RhoGEF and pleckstrin domain protein 2",PLXNA3,plexin A3
FARP2_PLXNA4,FARP2,"FERM, RhoGEF and pleckstrin domain protein 2",PLXNA4,plexin A4
FASLG_FAS,FASLG,"Fas ligand (TNF superfamily, member 6)",FAS,Fas cell surface death receptor
FASLG_TNFRSF1A,FASLG,"Fas ligand (TNF superfamily, member 6)",TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A"
FASLG_TNFRSF6B,FASLG,"Fas ligand (TNF superfamily, member 6)",TNFRSF6B,"tumor necrosis factor receptor superfamily, member 6b, decoy"
FAT4_DCHS1,FAT4,FAT atypical cadherin 4,DCHS1,dachsous cadherin-related 1
FBLN1_ITGB1,FBLN1,fibulin 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FBLN2_ITGB3,FBLN2,fibulin 2,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
FBN1_ITGA5,FBN1,fibrillin 1,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
FBN1_ITGAV,FBN1,fibrillin 1,ITGAV,"integrin, alpha V"
FBN1_ITGB1,FBN1,fibrillin 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FBN1_ITGB3,FBN1,fibrillin 1,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
FBN1_ITGB6,FBN1,fibrillin 1,ITGB6,"integrin, beta 6"
FCN2_LRP1,FCN2,ficolin (collagen/fibrinogen domain containing lectin) 2,LRP1,low density lipoprotein receptor-related protein 1
FGA_CDH5,FGA,fibrinogen alpha chain,CDH5,"cadherin 5, type 2 (vascular endothelium)"
FGA_ITGA2B,FGA,fibrinogen alpha chain,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
FGA_ITGA5,FGA,fibrinogen alpha chain,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
FGA_ITGAD,FGA,fibrinogen alpha chain,ITGAD,"integrin, alpha D"
FGA_ITGAM,FGA,fibrinogen alpha chain,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
FGA_ITGAV,FGA,fibrinogen alpha chain,ITGAV,"integrin, alpha V"
FGA_ITGAX,FGA,fibrinogen alpha chain,ITGAX,"integrin, alpha X (complement component 3 receptor 4 subunit)"
FGA_ITGB1,FGA,fibrinogen alpha chain,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FGA_ITGB2,FGA,fibrinogen alpha chain,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
FGA_ITGB3,FGA,fibrinogen alpha chain,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
FGA_PLAUR,FGA,fibrinogen alpha chain,PLAUR,"plasminogen activator, urokinase receptor"
FGB_ITGA2B,FGB,fibrinogen beta chain,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
FGB_ITGA5,FGB,fibrinogen beta chain,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
FGB_ITGAM,FGB,fibrinogen beta chain,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
FGB_ITGAV,FGB,fibrinogen beta chain,ITGAV,"integrin, alpha V"
FGB_ITGB1,FGB,fibrinogen beta chain,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FGB_ITGB2,FGB,fibrinogen beta chain,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
FGF10_FGFR1,FGF10,fibroblast growth factor 10,FGFR1,fibroblast growth factor receptor 1
FGF10_FGFR2,FGF10,fibroblast growth factor 10,FGFR2,fibroblast growth factor receptor 2
FGF10_FGFR3,FGF10,fibroblast growth factor 10,FGFR3,fibroblast growth factor receptor 3
FGF10_FGFR4,FGF10,fibroblast growth factor 10,FGFR4,fibroblast growth factor receptor 4
FGF11_FGFR1,FGF11,fibroblast growth factor 11,FGFR1,fibroblast growth factor receptor 1
FGF11_FGFR2,FGF11,fibroblast growth factor 11,FGFR2,fibroblast growth factor receptor 2
FGF11_FGFR3,FGF11,fibroblast growth factor 11,FGFR3,fibroblast growth factor receptor 3
FGF11_FGFR4,FGF11,fibroblast growth factor 11,FGFR4,fibroblast growth factor receptor 4
FGF12_FGFR1,FGF12,fibroblast growth factor 12,FGFR1,fibroblast growth factor receptor 1
FGF12_FGFR2,FGF12,fibroblast growth factor 12,FGFR2,fibroblast growth factor receptor 2
FGF12_FGFR3,FGF12,fibroblast growth factor 12,FGFR3,fibroblast growth factor receptor 3
FGF12_FGFR4,FGF12,fibroblast growth factor 12,FGFR4,fibroblast growth factor receptor 4
FGF13_EGFR,FGF13,fibroblast growth factor 13,EGFR,epidermal growth factor receptor
FGF13_FGFR1,FGF13,fibroblast growth factor 13,FGFR1,fibroblast growth factor receptor 1
FGF13_FGFR2,FGF13,fibroblast growth factor 13,FGFR2,fibroblast growth factor receptor 2
FGF13_FGFR3,FGF13,fibroblast growth factor 13,FGFR3,fibroblast growth factor receptor 3
FGF13_FGFR4,FGF13,fibroblast growth factor 13,FGFR4,fibroblast growth factor receptor 4
FGF13_SCN5A,FGF13,fibroblast growth factor 13,SCN5A,"sodium channel, voltage-gated, type V, alpha subunit"
FGF13_SCN8A,FGF13,fibroblast growth factor 13,SCN8A,"sodium channel, voltage gated, type VIII, alpha subunit"
FGF14_FGFR1,FGF14,fibroblast growth factor 14,FGFR1,fibroblast growth factor receptor 1
FGF14_FGFR2,FGF14,fibroblast growth factor 14,FGFR2,fibroblast growth factor receptor 2
FGF14_FGFR3,FGF14,fibroblast growth factor 14,FGFR3,fibroblast growth factor receptor 3
FGF14_FGFR4,FGF14,fibroblast growth factor 14,FGFR4,fibroblast growth factor receptor 4
FGF16_FGFR1,FGF16,fibroblast growth factor 16,FGFR1,fibroblast growth factor receptor 1
FGF16_FGFR2,FGF16,fibroblast growth factor 16,FGFR2,fibroblast growth factor receptor 2
FGF16_FGFR3,FGF16,fibroblast growth factor 16,FGFR3,fibroblast growth factor receptor 3
FGF16_FGFR4,FGF16,fibroblast growth factor 16,FGFR4,fibroblast growth factor receptor 4
FGF17_FGFR1,FGF17,fibroblast growth factor 17,FGFR1,fibroblast growth factor receptor 1
FGF17_FGFR2,FGF17,fibroblast growth factor 17,FGFR2,fibroblast growth factor receptor 2
FGF17_FGFR3,FGF17,fibroblast growth factor 17,FGFR3,fibroblast growth factor receptor 3
FGF17_FGFR4,FGF17,fibroblast growth factor 17,FGFR4,fibroblast growth factor receptor 4
FGF18_FGFR1,FGF18,fibroblast growth factor 18,FGFR1,fibroblast growth factor receptor 1
FGF18_FGFR2,FGF18,fibroblast growth factor 18,FGFR2,fibroblast growth factor receptor 2
FGF18_FGFR3,FGF18,fibroblast growth factor 18,FGFR3,fibroblast growth factor receptor 3
FGF18_FGFR4,FGF18,fibroblast growth factor 18,FGFR4,fibroblast growth factor receptor 4
FGF19_FGFR1,FGF19,fibroblast growth factor 19,FGFR1,fibroblast growth factor receptor 1
FGF19_FGFR2,FGF19,fibroblast growth factor 19,FGFR2,fibroblast growth factor receptor 2
FGF19_FGFR3,FGF19,fibroblast growth factor 19,FGFR3,fibroblast growth factor receptor 3
FGF19_FGFR4,FGF19,fibroblast growth factor 19,FGFR4,fibroblast growth factor receptor 4
FGF19_KLB,FGF19,fibroblast growth factor 19,KLB,klotho beta
FGF1_CD44,FGF1,fibroblast growth factor 1 (acidic),CD44,CD44 molecule (Indian blood group)
FGF1_EGFR,FGF1,fibroblast growth factor 1 (acidic),EGFR,epidermal growth factor receptor
FGF1_FGFR1,FGF1,fibroblast growth factor 1 (acidic),FGFR1,fibroblast growth factor receptor 1
FGF1_FGFR2,FGF1,fibroblast growth factor 1 (acidic),FGFR2,fibroblast growth factor receptor 2
FGF1_FGFR3,FGF1,fibroblast growth factor 1 (acidic),FGFR3,fibroblast growth factor receptor 3
FGF1_FGFR4,FGF1,fibroblast growth factor 1 (acidic),FGFR4,fibroblast growth factor receptor 4
FGF1_FGFRL1,FGF1,fibroblast growth factor 1 (acidic),FGFRL1,fibroblast growth factor receptor-like 1
FGF1_NRP1,FGF1,fibroblast growth factor 1 (acidic),NRP1,neuropilin 1
FGF20_FGFR4,FGF20,fibroblast growth factor 20,FGFR4,fibroblast growth factor receptor 4
FGF21_FGFR2,FGF21,fibroblast growth factor 21,FGFR2,fibroblast growth factor receptor 2
FGF21_FGFR4,FGF21,fibroblast growth factor 21,FGFR4,fibroblast growth factor receptor 4
FGF22_FGFR2,FGF22,fibroblast growth factor 22,FGFR2,fibroblast growth factor receptor 2
FGF23_FGFR1,FGF23,fibroblast growth factor 23,FGFR1,fibroblast growth factor receptor 1
FGF23_FGFR2,FGF23,fibroblast growth factor 23,FGFR2,fibroblast growth factor receptor 2
FGF23_FGFR3,FGF23,fibroblast growth factor 23,FGFR3,fibroblast growth factor receptor 3
FGF23_FGFR4,FGF23,fibroblast growth factor 23,FGFR4,fibroblast growth factor receptor 4
FGF23_PHEX,FGF23,fibroblast growth factor 23,PHEX,"phosphate regulating endopeptidase homolog, X-linked"
FGF2_CD44,FGF2,fibroblast growth factor 2 (basic),CD44,CD44 molecule (Indian blood group)
FGF2_FGFR1,FGF2,fibroblast growth factor 2 (basic),FGFR1,fibroblast growth factor receptor 1
FGF2_FGFR2,FGF2,fibroblast growth factor 2 (basic),FGFR2,fibroblast growth factor receptor 2
FGF2_FGFR3,FGF2,fibroblast growth factor 2 (basic),FGFR3,fibroblast growth factor receptor 3
FGF2_FGFR4,FGF2,fibroblast growth factor 2 (basic),FGFR4,fibroblast growth factor receptor 4
FGF2_FGFRL1,FGF2,fibroblast growth factor 2 (basic),FGFRL1,fibroblast growth factor receptor-like 1
FGF2_GPC4,FGF2,fibroblast growth factor 2 (basic),GPC4,glypican 4
FGF2_NRP1,FGF2,fibroblast growth factor 2 (basic),NRP1,neuropilin 1
FGF2_SDC1,FGF2,fibroblast growth factor 2 (basic),SDC1,syndecan 1
FGF2_SDC2,FGF2,fibroblast growth factor 2 (basic),SDC2,syndecan 2
FGF2_SDC3,FGF2,fibroblast growth factor 2 (basic),SDC3,syndecan 3
FGF2_SDC4,FGF2,fibroblast growth factor 2 (basic),SDC4,syndecan 4
FGF3_FGFR1,FGF3,fibroblast growth factor 3,FGFR1,fibroblast growth factor receptor 1
FGF3_FGFR2,FGF3,fibroblast growth factor 3,FGFR2,fibroblast growth factor receptor 2
FGF3_FGFR3,FGF3,fibroblast growth factor 3,FGFR3,fibroblast growth factor receptor 3
FGF3_FGFR4,FGF3,fibroblast growth factor 3,FGFR4,fibroblast growth factor receptor 4
FGF4_FGFR1,FGF4,fibroblast growth factor 4,FGFR1,fibroblast growth factor receptor 1
FGF4_FGFR2,FGF4,fibroblast growth factor 4,FGFR2,fibroblast growth factor receptor 2
FGF4_FGFR3,FGF4,fibroblast growth factor 4,FGFR3,fibroblast growth factor receptor 3
FGF4_FGFR4,FGF4,fibroblast growth factor 4,FGFR4,fibroblast growth factor receptor 4
FGF4_NRP1,FGF4,fibroblast growth factor 4,NRP1,neuropilin 1
FGF5_FGFR1,FGF5,fibroblast growth factor 5,FGFR1,fibroblast growth factor receptor 1
FGF5_FGFR2,FGF5,fibroblast growth factor 5,FGFR2,fibroblast growth factor receptor 2
FGF5_FGFR3,FGF5,fibroblast growth factor 5,FGFR3,fibroblast growth factor receptor 3
FGF5_FGFR4,FGF5,fibroblast growth factor 5,FGFR4,fibroblast growth factor receptor 4
FGF6_FGFR1,FGF6,fibroblast growth factor 6,FGFR1,fibroblast growth factor receptor 1
FGF6_FGFR2,FGF6,fibroblast growth factor 6,FGFR2,fibroblast growth factor receptor 2
FGF6_FGFR3,FGF6,fibroblast growth factor 6,FGFR3,fibroblast growth factor receptor 3
FGF6_FGFR4,FGF6,fibroblast growth factor 6,FGFR4,fibroblast growth factor receptor 4
FGF6_SDC4,FGF6,fibroblast growth factor 6,SDC4,syndecan 4
FGF7_FGFR1,FGF7,fibroblast growth factor 7,FGFR1,fibroblast growth factor receptor 1
FGF7_FGFR2,FGF7,fibroblast growth factor 7,FGFR2,fibroblast growth factor receptor 2
FGF7_FGFR3,FGF7,fibroblast growth factor 7,FGFR3,fibroblast growth factor receptor 3
FGF7_FGFR4,FGF7,fibroblast growth factor 7,FGFR4,fibroblast growth factor receptor 4
FGF7_NRP1,FGF7,fibroblast growth factor 7,NRP1,neuropilin 1
FGF8_FGFR1,FGF8,fibroblast growth factor 8 (androgen-induced),FGFR1,fibroblast growth factor receptor 1
FGF8_FGFR2,FGF8,fibroblast growth factor 8 (androgen-induced),FGFR2,fibroblast growth factor receptor 2
FGF8_FGFR3,FGF8,fibroblast growth factor 8 (androgen-induced),FGFR3,fibroblast growth factor receptor 3
FGF8_FGFR4,FGF8,fibroblast growth factor 8 (androgen-induced),FGFR4,fibroblast growth factor receptor 4
FGF9_FGFR1,FGF9,fibroblast growth factor 9,FGFR1,fibroblast growth factor receptor 1
FGF9_FGFR2,FGF9,fibroblast growth factor 9,FGFR2,fibroblast growth factor receptor 2
FGF9_FGFR3,FGF9,fibroblast growth factor 9,FGFR3,fibroblast growth factor receptor 3
FGF9_FGFR4,FGF9,fibroblast growth factor 9,FGFR4,fibroblast growth factor receptor 4
FGG_ITGA2B,FGG,fibrinogen gamma chain,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
FGG_ITGA5,FGG,fibrinogen gamma chain,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
FGG_ITGAV,FGG,fibrinogen gamma chain,ITGAV,"integrin, alpha V"
FGG_ITGB1,FGG,fibrinogen gamma chain,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FGG_ITGB2,FGG,fibrinogen gamma chain,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
FGL1_EGFR,FGL1,fibrinogen-like 1,EGFR,epidermal growth factor receptor
FIGF_FLT1,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),FLT1,fms-related tyrosine kinase 1
FIGF_FLT4,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),FLT4,fms-related tyrosine kinase 4
FIGF_ITGA1,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),ITGA1,"integrin, alpha 1"
FIGF_ITGA2,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
FIGF_ITGA4,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
FIGF_ITGA5,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
FIGF_ITGA9,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),ITGA9,"integrin, alpha 9"
FIGF_ITGB1,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FIGF_KDR,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),KDR,kinase insert domain receptor (a type III receptor tyrosine kinase)
FIGF_NRP2,FIGF,c-fos induced growth factor (vascular endothelial growth factor D),NRP2,neuropilin 2
FLT3LG_FLT3,FLT3LG,fms-related tyrosine kinase 3 ligand,FLT3,fms-related tyrosine kinase 3
FN1_C5AR1,FN1,fibronectin 1,C5AR1,complement component 5a receptor 1
FN1_CD44,FN1,fibronectin 1,CD44,CD44 molecule (Indian blood group)
FN1_CD79A,FN1,fibronectin 1,CD79A,"CD79a molecule, immunoglobulin-associated alpha"
FN1_COL13A1,FN1,fibronectin 1,COL13A1,"collagen, type XIII, alpha 1"
FN1_FLT4,FN1,fibronectin 1,FLT4,fms-related tyrosine kinase 4
FN1_IL17RC,FN1,fibronectin 1,IL17RC,interleukin 17 receptor C
FN1_ITGA2,FN1,fibronectin 1,ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
FN1_ITGA2B,FN1,fibronectin 1,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
FN1_ITGA3,FN1,fibronectin 1,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
FN1_ITGA4,FN1,fibronectin 1,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
FN1_ITGA5,FN1,fibronectin 1,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
FN1_ITGA6,FN1,fibronectin 1,ITGA6,"integrin, alpha 6"
FN1_ITGA8,FN1,fibronectin 1,ITGA8,"integrin, alpha 8"
FN1_ITGA9,FN1,fibronectin 1,ITGA9,"integrin, alpha 9"
FN1_ITGAV,FN1,fibronectin 1,ITGAV,"integrin, alpha V"
FN1_ITGB1,FN1,fibronectin 1,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
FN1_ITGB3,FN1,fibronectin 1,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
FN1_ITGB6,FN1,fibronectin 1,ITGB6,"integrin, beta 6"
FN1_ITGB7,FN1,fibronectin 1,ITGB7,"integrin, beta 7"
FN1_ITGB8,FN1,fibronectin 1,ITGB8,"integrin, beta 8"
FN1_MAG,FN1,fibronectin 1,MAG,myelin associated glycoprotein
FN1_NT5E,FN1,fibronectin 1,NT5E,"5'-nucleotidase, ecto (CD73)"
FN1_PLAUR,FN1,fibronectin 1,PLAUR,"plasminogen activator, urokinase receptor"
FN1_ROBO4,FN1,fibronectin 1,ROBO4,"roundabout, axon guidance receptor, homolog 4 (Drosophila)"
FN1_SDC2,FN1,fibronectin 1,SDC2,syndecan 2
FN1_TMPRSS6,FN1,fibronectin 1,TMPRSS6,"transmembrane protease, serine 6"
FN1_TNFRSF11B,FN1,fibronectin 1,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
FN1_TSHR,FN1,fibronectin 1,TSHR,thyroid stimulating hormone receptor
FSHB_FSHR,FSHB,"follicle stimulating hormone, beta polypeptide",FSHR,follicle stimulating hormone receptor
FST_BMPR1B,FST,follistatin,BMPR1B,"bone morphogenetic protein receptor, type IB"
FST_BMPR2,FST,follistatin,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
FST_HFE2,FST,follistatin,HFE2,hemochromatosis type 2 (juvenile)
GAD1_GRM4,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)",GRM4,"glutamate receptor, metabotropic 4"
GALP_GALR1,GALP,galanin-like peptide,GALR1,galanin receptor 1
GALP_GALR2,GALP,galanin-like peptide,GALR2,galanin receptor 2
GALP_GALR3,GALP,galanin-like peptide,GALR3,galanin receptor 3
GAL_GALR1,GAL,galanin/GMAP prepropeptide,GALR1,galanin receptor 1
GAL_GALR2,GAL,galanin/GMAP prepropeptide,GALR2,galanin receptor 2
GAL_GALR3,GAL,galanin/GMAP prepropeptide,GALR3,galanin receptor 3
GAL_GPR151,GAL,galanin/GMAP prepropeptide,GPR151,G protein-coupled receptor 151
GAS6_AXL,GAS6,growth arrest-specific 6,AXL,AXL receptor tyrosine kinase
GAS6_MERTK,GAS6,growth arrest-specific 6,MERTK,c-mer proto-oncogene tyrosine kinase
GAS6_TYRO3,GAS6,growth arrest-specific 6,TYRO3,TYRO3 protein tyrosine kinase
GAST_CCKBR,GAST,gastrin,CCKBR,cholecystokinin B receptor
